iter	Logloss
0	0.6339640974
1	0.5757431116
2	0.5250129523
3	0.4793014579
4	0.4386741935
5	0.4022319859
6	0.3687253005
7	0.3365681465
8	0.3066641323
9	0.2806731239
10	0.2573783894
11	0.2357124267
12	0.217105071
13	0.1990428179
14	0.1814675688
15	0.1668639418
16	0.1538296813
17	0.1414705144
18	0.1294366775
19	0.1196856628
20	0.1109400807
21	0.1028280542
22	0.09476474108
23	0.08761612984
24	0.0816389109
25	0.07612362827
26	0.07111267084
27	0.06637241215
28	0.06220890265
29	0.05837074539
30	0.05479382209
31	0.05165829914
32	0.04882637464
33	0.04604851535
34	0.04297628548
35	0.04001848112
36	0.03761674334
37	0.03586179935
38	0.03419624491
39	0.03220450845
40	0.03081558191
41	0.02948446629
42	0.02801498181
43	0.02680539724
44	0.02534325816
45	0.02403115602
46	0.02310961207
47	0.02192392568
48	0.02068903308
49	0.01981705122
50	0.01888510532
51	0.01802115856
52	0.01735686896
53	0.01659681306
54	0.0158925509
55	0.01524841141
56	0.0148585041
57	0.01427969545
58	0.01376859537
59	0.0132389575
60	0.01279523628
61	0.01239290654
62	0.01201111052
63	0.01166204111
64	0.01135647129
65	0.01102582244
66	0.01072664998
67	0.01043948589
68	0.01017977504
69	0.009925466861
70	0.00969420021
71	0.009487779179
72	0.009274124812
73	0.009070547254
74	0.00887404862
75	0.008690610385
76	0.008513235281
77	0.0083511876
78	0.008189198059
79	0.008037637187
80	0.007905627685
81	0.007755617219
82	0.007634963373
83	0.007488841492
84	0.00736258054
85	0.007253544548
86	0.007148272778
87	0.007051598127
88	0.00694147476
89	0.006840919195
90	0.006755213605
91	0.006676390681
92	0.0065844311
93	0.006496609597
94	0.006420223137
95	0.006348682583
96	0.006275666219
97	0.006210509534
98	0.00613906685
99	0.006077120326
100	0.006014057923
101	0.005958757253
102	0.005894004706
103	0.005829619622
104	0.005789897242
105	0.005749610095
106	0.005694020083
107	0.005652622217
108	0.005603100716
109	0.005563455106
110	0.005515024886
111	0.00548010077
112	0.005437681282
113	0.005394879705
114	0.005349201965
115	0.005304704498
116	0.005265525913
117	0.005227953215
118	0.005188048273
119	0.005157400257
120	0.005118361332
121	0.005091256405
122	0.005057159647
123	0.005020770831
124	0.004989417492
125	0.004968313978
126	0.004942502883
127	0.00491907429
128	0.004891739922
129	0.004861711383
130	0.00482743893
131	0.004800270055
132	0.004779086811
133	0.00475830356
134	0.004740391718
135	0.004714568272
136	0.004688207622
137	0.004656441131
138	0.004640381995
139	0.004614162376
140	0.004594439306
141	0.004568577095
142	0.004561037227
143	0.004538846141
144	0.004517261398
145	0.004494037672
146	0.004473253143
147	0.004455725508
148	0.004437446996
149	0.004410996141
150	0.004392647996
151	0.004375122472
152	0.004356400967
153	0.004336839745
154	0.00432133865
155	0.004302791253
156	0.004284228228
157	0.004269061299
158	0.004255224888
159	0.004235985028
160	0.004221516109
161	0.00421052829
162	0.004197535338
163	0.004185110875
164	0.004171370453
165	0.00415733205
166	0.004144667787
167	0.004131395383
168	0.004124118462
169	0.00410457184
170	0.004095379512
171	0.004077333166
172	0.004062004286
173	0.004045957387
174	0.004040097945
175	0.004029601721
176	0.004014959354
177	0.004001550588
178	0.003989499215
179	0.003977024985
180	0.003963544074
181	0.003944816581
182	0.003935182711
183	0.003920199992
184	0.003909990676
185	0.003904904881
186	0.003889059286
187	0.003880544564
188	0.003868228089
189	0.003854581907
190	0.003843992324
191	0.003835386578
192	0.003829398269
193	0.003818339764
194	0.003807147369
195	0.003802369643
196	0.003788314373
197	0.003773308432
198	0.003767457939
199	0.003760638441
200	0.003743889894
201	0.003729132386
202	0.00372130882
203	0.003712981415
204	0.003707518041
205	0.003707514474
206	0.003694727587
207	0.003679007198
208	0.003667887881
209	0.003649060599
210	0.003632926042
211	0.003621843436
212	0.003610990276
213	0.003602814195
214	0.00359481535
215	0.003579619775
216	0.003579614699
217	0.00357272084
218	0.00357272084
219	0.003568396941
220	0.003564326182
221	0.00355479109
222	0.003550120684
223	0.003533562681
224	0.003533561055
225	0.00352568768
226	0.003523255268
227	0.003523248692
228	0.003512567338
229	0.003512567338
230	0.003505748068
231	0.003491380568
232	0.003483275935
233	0.003480639145
234	0.003473479029
235	0.003467716994
236	0.003463669092
237	0.003453674524
238	0.003445940582
239	0.00343386191
240	0.00343386008
241	0.003433856815
242	0.003427864843
243	0.003423492385
244	0.00341131476
245	0.00339954562
246	0.003385602708
247	0.003375274814
248	0.003375272837
249	0.003357794709
250	0.003348377701
251	0.003343122454
252	0.003334044614
253	0.003334038686
254	0.003321561287
255	0.003319215291
256	0.003312961288
257	0.003304589573
258	0.003304587233
259	0.003304588767
260	0.003302078368
261	0.003289145382
262	0.003284741415
263	0.003284741415
264	0.003280047054
265	0.003280027599
266	0.003276993213
267	0.003265109438
268	0.003258322712
269	0.003250025179
270	0.003248185012
271	0.003243339068
272	0.003234970487
273	0.003228132558
274	0.003228132558
275	0.003222099866
276	0.003216347346
277	0.003212690766
278	0.003212690766
279	0.00321269218
280	0.003198650086
281	0.003191651823
282	0.003184447146
283	0.003184447146
284	0.003184437781
285	0.003173644931
286	0.003173644462
287	0.003169315895
288	0.003162753729
289	0.003162743818
290	0.003155522535
291	0.003155522535
292	0.003155522535
293	0.003155522535
294	0.003155513996
295	0.003155513082
296	0.003152907629
297	0.003145124524
298	0.003145122303
299	0.003145120552
300	0.003141146955
301	0.003141146955
302	0.003132232708
303	0.003132230448
304	0.003132227513
305	0.003126153823
306	0.003121118721
307	0.003113302201
308	0.003106915932
309	0.003101148946
310	0.003096247146
311	0.003088444941
312	0.003082950954
313	0.003082945829
314	0.003077275976
315	0.003067276628
316	0.003064754722
317	0.003056218546
318	0.003056213516
319	0.003047888149
320	0.003046463816
321	0.00304355102
322	0.003029158458
323	0.003029150441
324	0.003024438118
325	0.00301313248
326	0.003013126149
327	0.00300556929
328	0.00300556929
329	0.002992178028
330	0.00299217786
331	0.002992171648
332	0.002992163743
333	0.002992155885
334	0.002992159037
335	0.002990757199
336	0.002982698241
337	0.00298268959
338	0.002982678731
339	0.002977536215
340	0.002969724653
341	0.002969724971
342	0.002969721527
343	0.002969724283
344	0.002961215954
345	0.002961210323
346	0.002958174688
347	0.002958172639
348	0.002946181815
349	0.002937165643
350	0.002936178793
351	0.002931287861
352	0.002928026794
353	0.002918297566
354	0.002912775201
355	0.002901398457
356	0.002893663562
357	0.002890478411
358	0.002883268739
359	0.002882236984
360	0.002882237995
361	0.002882236719
362	0.002880382015
363	0.002880381843
364	0.002880381843
365	0.002873555685
366	0.002870662551
367	0.002870662551
368	0.002869489279
369	0.002869484408
370	0.002859056969
371	0.002859047194
372	0.002850693037
373	0.002850693037
374	0.002845924856
375	0.002843324039
376	0.00284010834
377	0.002836426425
378	0.002836426611
379	0.002834212312
380	0.002834212312
381	0.002823282314
382	0.002823279915
383	0.002823276875
384	0.002817769999
385	0.002817770383
386	0.002808303083
387	0.002805913583
388	0.002799752019
389	0.002796361947
390	0.002796352073
391	0.002791516101
392	0.002785152957
393	0.002779458233
394	0.002779449304
395	0.00277414324
396	0.002774139955
397	0.002764768201
398	0.00276094849
399	0.002753029683
400	0.002745340777
401	0.002738410455
402	0.002738406443
403	0.002738400997
404	0.002734420649
405	0.002734420649
406	0.002734420649
407	0.002734417827
408	0.002734411964
409	0.002734419367
410	0.002734419367
411	0.002734408878
412	0.002734405606
413	0.002731511561
414	0.002731514945
415	0.002731510854
416	0.002723655744
417	0.002723652968
418	0.002723648434
419	0.002717950002
420	0.002717945534
421	0.002713696948
422	0.00270943265
423	0.002702535171
